Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Asistente de voz (product.metafields.custom.asistente_de_voz),Característica 1 (product.metafields.custom.caracteristica_1),Característica 2 (product.metafields.custom.caracteristica_2),Característica 3 (product.metafields.custom.caracteristica_3),Característica 4 (product.metafields.custom.caracteristica_4),Característica 5 (product.metafields.custom.caracteristica_5),Característica 6 (product.metafields.custom.caracteristica_6),Color (product.metafields.custom.color),Comodidad (product.metafields.custom.comodidad),Conectividad (product.metafields.custom.conectividad),Contenido de la caja (product.metafields.custom.contenido_de_la_caja),Dimensiones del producto (product.metafields.custom.dimensiones_del_producto),Display (product.metafields.custom.display),Formas de audio compatibles (product.metafields.custom.formas_de_audio_compatibles),Garantía limitada por defecto de fábrica (product.metafields.custom.garantia_limitada_por_defecto_de_fabrica),Parlantes (product.metafields.custom.parlantes),Potencia (product.metafields.custom.potencia),Sistema de sonido (product.metafields.custom.sistema_de_sonido),Sonido (product.metafields.custom.sonido),Título característica 1 (product.metafields.custom.titulo_caracteristica_1),Título característica 2 (product.metafields.custom.titulo_caracteristica_2),Título característica 3 (product.metafields.custom.titulo_caracteristica_3),Título característica 4 (product.metafields.custom.titulo_caracteristica_4),Título característica 5 (product.metafields.custom.titulo_caracteristica_5),Título característica 6 (product.metafields.custom.titulo_caracteristica_6),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Número de calificaciones del producto (product.metafields.reviews.rating_count),Canal de salida de audio (product.metafields.shopify.audio-output-channel),Uso del audio (product.metafields.shopify.audio-purpose),Color (product.metafields.shopify.color-pattern),Tecnología de conectividad (product.metafields.shopify.connectivity-technology),Interfaz del dispositivo (product.metafields.shopify.device-interface),Tipo de montura (product.metafields.shopify.mounting-type),Fuente de alimentación (product.metafields.shopify.power-source),Diseño de altavoces (product.metafields.shopify.speaker-design),Características del altavoz (product.metafields.shopify.speaker-features),Tecnología de altavoces (product.metafields.shopify.speaker-technology),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Mexico,Price / Mexico,Compare At Price / Mexico,Status
bocina-philips-party-speaker-bluetooth-aurocast-y-tws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/a9f45bfe-2a0c-4ce3-8351-c4d91e4ecd01.jpg?v=1770830792,2,jpg_1500x1500_69087457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bocina-philips-party-speaker-bluetooth-aurocast-y-tws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/657b2de8-44fb-4709-860c-da6d9d32bd0d.jpg?v=1770830792,3,jpg_1500x1500_69107821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bocina-philips-party-speaker-bluetooth-aurocast-y-tws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/2518457b-82ea-471a-8496-f5a3a05732a0.jpg?v=1770830792,4,jpg_1500x1500_69087458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bocina-philips-party-speaker-bluetooth-aurocast-y-tws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/3728dc4b-70f7-4e96-b45e-1dd08a2088ae.jpg?v=1770830792,5,jpg_1500x1500_69087526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bocina-philips-party-speaker-bluetooth-aurocast-y-tws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/fe305ef0-bfd5-4f3b-9e8f-2479359460cc.jpg?v=1770830792,6,jpg_1500x1500_69087525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bocina-philips-party-speaker-bluetooth-con-entradas-de-microfono-y-guitarra,Philips Bocina Party Speaker Bluetooth Auracast con entradas de micrófono y guitarra - TAX4000/37,"Gran altavoz portátil que puede reproducir líneas de bajo excelentemente. La tecnología Bass+ ofrece graves profundos sin distorsiones en cualquier volumen. Las luces sincronizadas con el ritmo, las entradas de micrófono y guitarra, y los efectos de eco ofrecerán mucha diversión.",Philips,Sin categoría,"",nuevo,true,Title,Default Title,,,,,,,,TAX4000/37,10600.0,shopify,deny,manual,2799.00,3999.00,true,false,,,,,'840063207004,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/5d4101ff-fa4f-49c6-936a-cca546f28d28.jpg?v=1770830794,1,jpg_1500x1500_69052548,false,,,,,,,,,,,,,,,"Y eso no es todo. Para un entorno acústico más amplio, puede emparejarlo con otro altavoz TAX4000 con True Wireless Stereo (TWS). Para eventos más grandes o la mejor fiesta en casa, puede transmitir música en tantos altavoces compatibles con Auracast™ como necesite. Haga que el ritmo suene por toda la casa o cree una pared de sonido en una habitación.","Puede controlar el volumen, las luces y los efectos de karaoke a través del panel del altavoz o utilizar la aplicación Philips Entertainment, que también le permite ajustar las frecuencias de graves y agudos. ¿Quiere mantener felices a los vecinos? Puede desactivar Bass+ y atenuar los graves mediante nuestra aplicación o con el botón Bass+ del altavoz.","Cuando la música suena a todo volumen, un arcoíris de luces LED RGB coloridas brillan y parpadean en la superficie de los dos woofers del altavoz. Con 13 modos de luz disponibles, puede crear el ambiente perfecto. Basta con presionar el botón de luz en el panel del altavoz o usar nuestra aplicación complementaria para comenzar el espectáculo de luces.","¿Le gusta disfrutar de unos buenos graves? Con dos woofers de 8"" y nuestra exclusiva tecnología Bass+, los graves de este altavoz para fiestas suenan profundos, ricos y precisos, incluso si escucha a volúmenes más bajos mientras se relaja al final de la noche. Obtendrá una potencia máxima de 80 W (RMS de 40 W) de sonido potente y dos tweeters de 2"" que hacen que las voces no solo se escuchen con claridad, sino que destaquen con fuerza.","Transmita sus listas de reproducción, conecte una unidad USB o conecte sus equipos de DJ o reproductor de CD a través de la entrada de audio. Si está transmitiendo música, Bluetooth® 6.0 le ofrece una conexión más rápida y estable para una mejor calidad de sonido sin interrupciones. También le ofrece un alcance más amplia para que pueda controlar esas listas de reproducción desde prácticamente cualquier lugar de la fiesta.","¡Vaya a cualquier parte listo para la fiesta! El mango de transporte integrado ofrece un agarre cómodo que facilita trasladar este altavoz para fiestas. Además, se enchufa directamente a una toma de CA para disfrutar de una alimentación ininterrumpida para que la música y el baile no se detengan jamás.",Negro,,"Versión de Bluetooth: 5.4
Perles de Bluetooth: A2DP, AVRCP, Formato detransmisión: SBC
Rango de Bluetooth: 10 M (espacio libre)
USB: Tipo A (reproducción)
Entrada de audio: 1 x 3.5 mm
Entrada de micrófono: 1 x (6,3 mm con controlde volumen)
Entrada de guitarra: 1 x (6,3 mm con control devolumen)
Conexión de varios altavocesSituación de múltiples altavoces: Estéreo,Radiodifusión
Tecnología de varios altavoces: TWS, Auracast
Hogar inteligente: Ninguna",,Altura: 73.18 cm Ancho: 32 cm Profundidad: 32 cm Peso: 8.5 kg,,,2 años por defecto de fabricante,,,,"Potencia de salida (RMS): 40 W
Mejora del sonido: Bass+, Karaoke
Respuesta de frecuencia: 20 Hz-20 kHz, ±3 dB
Potencia de salida (MAX): 80 W
Distorsión armónica total: 10 %",TWS y Auracast™ para configuraciones de varios altavoces,Control sencillo a través del panel del altavoz o nuestra aplicación complementaria,Espectáculo de luces sincronizadas con el ritmo. Las luces LED multicolores parpadean al ritmo de la música,Disfrute de graves intensos con RMS de 40 W de sonido potente y la tecnología Bass+,"¡Qué empiece la música! Bluetooth®, entrada auxiliar y reproducción USB","Mango de transporte integrado, con alimentación de CA",,,,,,,,,,,,,,kg,,,true,,,active
bocina-philips-party-speaker-bluetooth-con-entradas-de-microfono-y-guitarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/5328a858-bd52-44bb-b932-4314e417733b.jpg?v=1770830794,2,jpg_1500x1500_69107811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bocina-philips-party-speaker-bluetooth-con-entradas-de-microfono-y-guitarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/dc2616e7-7295-4e56-8a08-e618b281b69a.jpg?v=1770830794,3,jpg_1500x1500_69052546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bocina-philips-party-speaker-bluetooth-con-entradas-de-microfono-y-guitarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/7ed81560-2d29-4479-9da7-89fc49d8c7ef.jpg?v=1770830793,4,jpg_1500x1500_69052545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
philips-audifonos-tws-sonido-natural-y-bajos-dinamicos,Philips Audífonos TWS sonido natural y bajos dinamicos - TAT1109BK/00,"Las mejores cosas de la vida son sencillas. ¡Toma tus auriculares, escucha tu música y sal a disfrutar! Con un sonido excelente, bajos dinámicos y un estuche de carga de bolsillo, estos cómodos auriculares inalámbricos están listos para el día y la noche.<br><ul>
<br><li>Diseño ergonómico para más comodidad</li>
<br><li>Conexión Bluetooth sólida</li>
<br><li>Hasta 24 horas de reproducción con el estuche</li>
<br><li>IPX4 resistente al sudor y a las salpicaduras</li>
<br>
</ul>",Philips audio,Sin categoría,"",nuevo,true,Title,Default Title,,,,,,,,TAT1109BK/00,87.0,shopify,deny,manual,359.00,499.00,true,false,,,,,'4895229150126,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/73b8fa95-4d0d-4f36-8637-27b2d70d9da4.jpg?v=1773945398,1,jpg_1500x1500_69725556,false,,,,,,,,,,,,,,"Compatible con asistente de voz: Siri de Apple, Asistente de Google","Estos auriculares pueden ser pequeños, pero no tendrá que subir el volumen para obtener el mejor sonido. Toque el auricular izquierdo para activar los graves dinámicos y así poder disfrutar de toda la potencia de sus graves favoritos, incluso cuando escucha música en silencio.",Su voz se escuchará de forma clara cuando esté en una llamada. Un micrófono exclusivo capta el sonido de su voz mientras que un algoritmo de reducción de ruido silencia algunos de los ruidos de fondo del mundo que lo rodea,La conectividad Bluetooth avanzada le ofrece una conexión más estable para una transmisión sin interrupciones. Disfrute de esa lista de reproducción o escuche su podcast favorito sin interrupciones molestas en el sonido.,"La carga completa le permite 6 horas de tiempo de reproducción y el estuche, 18 horas más. Vuelva a colocar los auriculares en el estuche y se recargarán por completo en 2 horas. Si necesita una recarga rápida, con solo 15 minutos tendrá una hora extra. El estuche se puede cargar mediante USB-C.","No se preocupe por el clima, la clasificación IPX4 significa que estos auriculares son resistentes a las salpicaduras, así que no los afecta un poco de lluvia. ¿Los lleva en un día especialmente caluroso? Tampoco los afecta un poco de sudor.","Desde música hasta podcasts, ¡le encantará lo que escucha! Estos auriculares realmente inalámbricos tienen conectores grandes de 10 mm, ajustados con el sonido característico de Philips. Independientemente de lo que le interese, disfrutará de un sonido natural y cálido con graves profundos.",Negro,"Resistencia al agua: IPX4
Modo Mono para TWS
Tipo de controles: Táctil","Versión de Bluetooth: 5.4
Rango máximo: Hasta 10 m","Auriculares intrauditivos
Funda de carga
Guía de inicio rápido
Cable de carga: Cable USB-C, 200 mm
Puntas: 3 pares (S/M/L)","Dimensiones de la funda de carga (An x Pr x Al): 6,00 × 2,80 × 4,70 cm; Peso: 0.042kg",,,12 meses,,"Tiempo de carga: 2 hora(s)
Tiempo de reproducción de música: 6 + 18 horas",Dinámico,"Diámetro del altavoz: 10 mm
Tipo de controlador: Dinámico
Impedancia: 32 Ohm.
Sensibilidad: 97 dB (1 kHz)
Rango de frecuencia: 20 - 20 000 Hz
Entrada de alimentación máxima: 10 mW","Auriculares pequeños, sonido excelente",Llamadas claras,Conexión Bluetooth sólida,Hasta 24 horas de reproducción con el estuche,IPX4 resistente al sudor y a las salpicaduras,Firma de sonido Philips,,,,,,,,,,,,,,kg,,,true,,,active
philips-audifonos-tws-sonido-natural-y-bajos-dinamicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/914e51e6-f9aa-4c20-a624-dc2a2bc0e1e3.jpg?v=1773945398,2,jpg_1500x1500_69725553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
philips-audifonos-tws-sonido-natural-y-bajos-dinamicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/31437f01-2cd6-45b4-92ce-52a102111089.jpg?v=1773945398,3,jpg_1500x1500_69725552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
philips-audifonos-tws-sonido-natural-y-bajos-dinamicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/17c71139-5c8a-4db8-aee1-dd561214d79c.jpg?v=1773945398,4,jpg_1500x1500_69725554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
philips-audifonos-tws-sonido-natural-y-bajos-dinamicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/d34750b2-377e-472d-a9e9-b9d996872578.jpg?v=1773945398,5,jpg_1500x1500_69725551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
philips-audifonos-tws-sonido-natural-y-bajos-dinamicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/003fb298-ef8a-4530-a945-e5a204aaffcb.jpg?v=1773945398,6,jpg_1500x1500_69725550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-tws-philips-abiertos-clip-de-oreja-resistentes-al-agua-ipx4,Philips Audífonos TWS Abiertos Tipo Clip Resistentes al Agua IPX4 - TAQ2000BK/00,"Disfruta de un audio nítido y comodidad durante todo el día con estos auriculares abiertos realmente inalámbricos que puedes llevar como un pendiente. Cada auricular se engancha de forma ligera pero segura, y su diseño abierto te permite escuchar lo que quieras sin aislarte del mundo.<br><ul>
<br><li>Auriculares abiertos realmente inalámbricos</li>
<br><li>Estilo pendiente</li>
<br><li>Hasta 28 horas de reproducción</li>
<br><li>Bluetooth multipunto</li>
<br>
</ul>",Philips Audio,Sin categoría,"",audífonos; Phiips audio; Philips; 2000 Series: Supraural; Estilo Pendiente; Inalámbricos,true,Title,Default Title,,,,,,,,TAQ2000BK/00,1000.0,shopify,deny,manual,699.00,999.00,true,false,,,,,'840063205994,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/e8394ff3-4c4a-4fb2-8a10-514348ba3f56.jpg?v=1769120796,1,jpg_1500x1500_68369357,false,,,,,,,,,,,,,,"Compatibilidad con asistente de voz: Siri de Apple, Asistente de Google","Estos auriculares abiertos se enganchan de forma ligera pero segura al oído externo y cuentan con una junta flexible que te permite ajustar el agarre para disfrutar de la máxima comodidad. Los altavoces ofrecen una conducción de aire precisa que dirige el sonido al canal auditivo sin sellarlo, por lo que también oirás lo que ocurre a tu alrededor.","Obtén 7 horas de tiempo de reproducción con una carga completa y 21 horas adicionales con la funda. Si necesitas una carga rápida, guarda los auriculares en la funda durante 15 minutos para ganar 1 hora. Se necesitan 2 horas para recargar los auriculares por completo, y el modo mono te permite usar uno mientras el otro se carga.",La conectividad Bluetooth avanzada te ofrece una conexión más estable para lograr una transmisión perfecta y te permite conectarte a dos dispositivos Bluetooth al mismo tiempo. Disfruta de tus listas de reproducción o escucha tu pódcast favorito sin interrupciones ni molestos saltos de sonido.,"Trabajamos continuamente para que nuestra cadena de suministro sea más sostenible y transparente. Estos auriculares están fabricados con plástico reciclado posconsumo con certificación GRS, y nuestro embalaje sin plástico está hecho con cartón reciclado con certificación FSC y tinta a base de soja.","Además de personalizar los controles de los cascos, puedes usar nuestra aplicación complementaria para activar Dynamic Bass, obtener las últimas actualizaciones de firmware, gestionar dispositivos conectados e incluso escuchar paisajes sonoros en la aplicación junto a ritmos binaurales para ayudarte a concentrarte, relajarte o dormir. También puedes probar los paisajes sonoros ambientales y naturales.","Con un diseño ligero, un ajuste cómodo y una clasificación IPX4, estos auriculares abiertos realmente inalámbricos están listos para su uso diario. Son totalmente resistentes a las salpicaduras, aguantan un poco de sudor y no tendrás que preocuparte de que la lluvia te pille en la calle.",Negro,"Resistencia al agua: IPX4
Compatibilidad con la aplicación Philips Headphones
Modo mono para TWS","Versión de Bluetooth: 5.4
Perfiles Bluetooth: HFP, A2DP, AVRCP
Alcance máximo: Hasta 10 m
Conexión multipunto","Auriculares abiertos realmente inalámbricos
Estuche de carga
Guía de inicio rápido
Cable de carga: Cable USB-C, 200 mm",Dimensiones del estuche de carga (An. x Pr. x Al.): 6.55 x 2.77 x 3.92 cm; Peso: 0.048kg,,Compatibilidad con la aplicación Philips Headphones,12 meses,,"Tiempo de reproducción de música: 7 + 21 hora(s)
Tiempo de carga: 2 hora(s)
Rápido tiempo de carga: 15 mins for 1 hour",Dinámico,"Rango de frecuencia: 20 - 20 000 Hz
Diámetro del altavoz: 12 mm
Resistencia: 16 ohmios
Entrada de alimentación máxima: 10 mW
Sensibilidad: 104 dB (1000 Hz)
Tipo de altavoz: Dinámico",Auriculares abiertos estilo pendiente: comodidad todo el día,Hasta 28 horas de reproducción con el estuche de carga estilizado,Conectividad multipunto Bluetooth estable,Diseño y embalaje responsables,Aplicación Philips Headphones: personaliza tus auriculares, Resistentes al sudor y a las salpicaduras (IPX4),,'2,,,,,,,,,,,,kg,,,true,,,active
audifonos-tws-philips-abiertos-clip-de-oreja-resistentes-al-agua-ipx4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/01999466-434b-49c8-9bb2-b625ef15bb43.jpg?v=1769120797,2,jpg_1500x1500_68369354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-tws-philips-abiertos-clip-de-oreja-resistentes-al-agua-ipx4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/a8ed3dc3-9371-4d73-b555-85d20ccb2fe8.jpg?v=1769120796,3,jpg_1500x1500_68369355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-tws-philips-abiertos-clip-de-oreja-resistentes-al-agua-ipx4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/ae997b17-a4f1-4727-b9a0-9ef76cc00fea.jpg?v=1769120796,4,jpg_1500x1500_68369356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-inalambricos-philips-33-horas-de-musica-plegables-y-ligeros-on-ear,Philips Audífonos Inalámbricos On-Ear Plegables con 33 h de Batería - TAH3209BK/00,"Estos auriculares de diadema inalámbricos son perfectos para tu día a día, tan cómodos como atractivos. Disfruta de un sonido excelente, Dynamic Bass para graves más profundos, incluso a volúmenes bajos, y un ajuste de retardo bajo para contenido de vídeo.<br><ul>
<br><li>Auriculares de diadema ligeros</li>
<br><li>Sonido natural. Graves dinámicos</li>
<br><li>Hasta 25 horas de reproducción</li>
<br><li>Llamadas nítidas</li>
<br>
</ul>",Philips Audio,Sin categoría,"",audífonos; Phiips audio; Philips; 3000 Series; Diadema,true,Title,Default Title,,,,,,,,TAH3209BK/00,1000.0,shopify,deny,manual,559.00,799.00,true,false,,,,,'840063203471,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/eb8d6e76-40f6-4333-9601-ac6573616a6b.jpg?v=1769120801,1,jpg_1500x1500_68364976,false,,,,,,,,,,,,,,"Compatibilidad con asistente de voz: Siri de Apple, Asistente de Google","Los altavoces de 32 mm ofrecen un sonido excelente y un aislamiento del ruido pasivo decente gracias al ajuste sobre la oreja. Si te gusta una buena línea de graves, activa los bajos dinámicos a través del botón multifunción para disfrutar de toda la potencia de tus canciones favoritas, incluso si escuchas en silencio.","Estos auriculares de diadema están preparados para ofrecer comodidad en el día a día. La banda de sujeción acolchada es tan ligera que apenas la notarás y las suaves almohadillas se pueden inclinar para ajustarlas a la perfección. Cada auricular está acolchado con espuma viscoelástica: cuanto más los lleves, más te gustarán.","Con hasta 25 horas de reproducción, estos auriculares inalámbricos te acompañarán a través de numerosas listas de reproducción. Se recargan completamente en tan solo 2 horas mediante USB-C y una carga rápida de 15 minutos te proporcionará suficiente energía para seguir reproduciendo música durante una hora más.","La conexión Bluetooth avanzada te ofrece una conexión más estable para una transmisión perfecta, y puedes conectarte a dos dispositivos Bluetooth (iOS o Android) al mismo tiempo. Disfruta de una lista de reproducción o escucha tu podcast favorito sin interrupciones y sin molestos saltos de sonido.",Tu voz se transmitirá con claridad en las llamadas. Un micrófono dedicado capta el sonido de tu voz mientras un algoritmo de reducción de ruido silencia parte del ruido de fondo del entorno que te rodea.,"Música, podcasts... Disfruta de todo lo que escuches. Estos auriculares inalámbricos cuentan con unos altavoces de 32 mm ajustados al distintivo audio de Philips para que siempre disfrutes de un sonido cálido y natural con graves profundos.",Negro,Tipo de controles: Botón,"Versión de Bluetooth: 5.3
Alcance máximo: Hasta 10 m
Conexión multipunto","Audífonos de Diadema
Guía de inicio rápido
Cable de carga: Cable USB-C, 200 mm",Alto: 15.5cm x Ancho: 17.6cm x Prof: 4.5cm; Peso: 0.160kg,,,12 meses,,"Recargable
Tiempo de reproducción de música: 25 hora(s)
Tiempo de carga: 2 hora(s)
Rápido tiempo de carga: 15 mins for 1 hr",Tipo de altavoz: Dinámico,"Rango de frecuencia: 20 - 20 000 Hz
Diámetro del altavoz: 32 mm
Resistencia: 32 ohmios
Entrada de alimentación máxima: 20 mW
Sensibilidad: 112 dB (1000 Hz)
Tipo de altavoz: Dinámico",Sonido excelente incluso a bajo volumen con los graves dinámicos, Tan ligeros y cómodos que podrás llevarlos durante horas,Hasta 25 horas de reproducción. Carga USB-C.,Conexión Bluetooth multipunto sólida,Llamadas nítidas. Te escucharán con claridad,"Sonido cálido y natural, la firma de audio de Philips",,'1,,,,,,,,,,,,kg,,,true,,,active
audifonos-inalambricos-philips-33-horas-de-musica-plegables-y-ligeros-on-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/4758bdf9-f434-49d5-8f63-1bbe621df9ca.jpg?v=1769120801,2,jpg_1500x1500_68364979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-inalambricos-philips-33-horas-de-musica-plegables-y-ligeros-on-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/ed3576aa-581a-4724-b80e-41f1d6edf2f5.jpg?v=1769120801,3,jpg_1500x1500_68364980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-inalambricos-philips-33-horas-de-musica-plegables-y-ligeros-on-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/3661838f-fa4d-42a1-95c6-979b872979e2.jpg?v=1769120800,4,jpg_1500x1500_68364982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-inalambricos-philips-33-horas-de-musica-plegables-y-ligeros-on-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/a5a9b4a2-cf84-492f-84ce-d8fdcfe0eec5.jpg?v=1769120800,5,jpg_1500x1500_68364984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-inalambricos-philips-33-horas-de-musica-plegables-y-ligeros-on-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/5f6a1048-956c-4a91-995e-86f6a1089be2.jpg?v=1769120801,6,jpg_1500x1500_68364985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audifonos-inalambricos-philips-33-horas-de-musica-plegables-y-ligeros-on-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0935/5768/6584/files/f55408bb-62cc-4a60-8729-406b60347dd2.jpg?v=1769120801,7,jpg_1500x1500_68364987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
